"Country","Confirmed","Deaths","Recovered","Active","Date","Lat","Long"
"Bolivia",1014,53,98,863,2020-04-28,"-16.290154","-63.588653"
"Bosnia and Herzegovina",1585,63,682,840,2020-04-28,"43.915886","17.679076"
"Botswana",23,1,0,22,2020-04-28,"-22.328474","24.684866"
"Brazil",73235,5083,32544,35608,2020-04-28,"-14.235004","-51.92528"
"Brunei",138,1,124,13,2020-04-28,"4.535277","114.727669"
"Bulgaria",1399,58,222,1119,2020-04-28,"42.733883","25.48583"
"Burkina Faso",638,42,476,120,2020-04-28,"12.238333","-1.561593"
"Burma",150,5,16,129,2020-04-28,"21.913965","95.956223"
"Burundi",11,1,4,6,2020-04-28,"-3.373056","29.918886"
"Cabo Verde",114,1,2,111,2020-04-28,"16.002082","-24.013197"
"Cambodia",122,0,119,3,2020-04-28,"12.565679","104.990963"
"Cameroon",1705,58,915,732,2020-04-28,"7.369722","12.354722"
"Canada",51150,2983,19231,28936,2020-04-28,"56.130366","-106.346771"
"Central African Republic",50,0,10,40,2020-04-28,"6.611111","20.939444"
"Chad",52,2,19,31,2020-04-28,"15.454166","18.732207"
"Chile",14365,207,7710,6448,2020-04-28,"-35.675147","-71.542969"
"China",83940,4637,78422,881,2020-04-28,"35.86166","104.195397"
"Colombia",5949,269,1268,4412,2020-04-28,"4.570868","-74.297333"
"Congo (Brazzaville)",207,8,19,180,2020-04-28,"-0.228021","15.827659"
"Congo (Kinshasa)",471,30,56,385,2020-04-28,"-4.038333","21.758664"
"Costa Rica",705,6,306,393,2020-04-28,"9.748917","-83.753428"
"Cote d'Ivoire",1183,14,525,644,2020-04-28,"7.539989","-5.54708"
"Croatia",2047,63,1232,752,2020-04-28,"45.1","15.2"
"Cuba",1437,58,575,804,2020-04-28,"21.521757","-77.781167"
"Cyprus",837,15,148,674,2020-04-28,"35.126413","33.429859"
"Czechia",7504,227,2948,4329,2020-04-28,"49.817492","15.472962"
"Denmark",9049,434,6313,2302,2020-04-28,"56.26392","9.501785"
"Diamond Princess",712,13,645,54,2020-04-28,"37.09024","-95.712891"
"Djibouti",1072,2,498,572,2020-04-28,"11.825138","42.590275"
"Dominica",16,0,13,3,2020-04-28,"15.414999","-61.370976"
"Dominican Republic",6416,286,1165,4965,2020-04-28,"18.735693","-70.162651"
"Ecuador",24258,871,1557,21830,2020-04-28,"-1.831239","-78.183406"
"Egypt",5042,359,1304,3379,2020-04-28,"26.820553","30.802498"
"El Salvador",345,8,97,240,2020-04-28,"13.794185","-88.89653"
"Equatorial Guinea",315,1,9,305,2020-04-28,"1.650801","10.267895"
"Eritrea",39,0,19,20,2020-04-28,"15.179384","39.782334"
"Estonia",1660,50,240,1370,2020-04-28,"58.595272","25.013607"
"Eswatini",71,1,10,60,2020-04-28,"-26.522503","31.465866"
"Ethiopia",126,3,50,73,2020-04-28,"9.145","40.489673"
"Fiji",18,0,12,6,2020-04-28,"-16.578193","179.414413"
"Finland",4740,199,2800,1741,2020-04-28,"61.92411","25.748151"
"France",169053,23694,47775,97584,2020-04-28,"46.227638","2.213749"
"Gabon",238,3,53,182,2020-04-28,"-0.803689","11.609444"
"Gambia",10,1,8,1,2020-04-28,"13.443182","-15.310139"
"Georgia",511,6,168,337,2020-04-28,"42.315407","43.356892"
"Germany",159912,6314,117400,36198,2020-04-28,"51.165691","10.451526"
"Ghana",1671,16,188,1467,2020-04-28,"7.946527","-1.023194"
"Greece",2566,138,577,1851,2020-04-28,"39.074208","21.824312"
"Grenada",19,0,10,9,2020-04-28,"12.262776","-61.604171"
"Guatemala",530,15,49,466,2020-04-28,"15.783471","-90.230759"
"Guinea",1240,7,269,964,2020-04-28,"9.945587","-9.696645"
"Guinea-Bissau",73,1,18,54,2020-04-28,"11.803749","-15.180413"
"Guyana",74,8,15,51,2020-04-28,"4.860416","-58.93018"
"Haiti",76,6,8,62,2020-04-28,"18.971187","-72.285215"
"Holy See",10,0,2,8,2020-04-28,"41.902916","12.453389"
"Honduras",702,64,79,559,2020-04-28,"15.199999","-86.241905"
"Hungary",2649,291,516,1842,2020-04-28,"47.162494","19.503304"
"Iceland",1795,10,1636,149,2020-04-28,"64.963051","-19.020835"
"India",31324,1008,7747,22569,2020-04-28,"20.593684","78.96288"
"Indonesia",9511,773,1254,7484,2020-04-28,"-0.789275","113.921327"
"Iran",92584,5877,72439,14268,2020-04-28,"32.427908","53.688046"
"Iraq",1928,90,1319,519,2020-04-28,"33.223191","43.679291"
"Ireland",19877,1159,9233,9485,2020-04-28,"53.41291","-8.24389"
"Israel",15728,210,7746,7772,2020-04-28,"31.046051","34.851612"
"Italy",201505,27359,68941,105205,2020-04-28,"41.87194","12.56738"
"Jamaica",364,7,29,328,2020-04-28,"18.109581","-77.297508"
"Japan",13736,394,1899,11443,2020-04-28,"36.204824","138.252924"
"Jordan",449,8,348,93,2020-04-28,"30.585164","36.238414"
"Kazakhstan",3027,25,774,2228,2020-04-28,"48.019573","66.923684"
"Kenya",374,14,124,236,2020-04-28,"-0.023559","37.906193"
"Korea, South",10761,246,8922,1593,2020-04-28,"35.907757","127.766922"
"Kosovo",510,12,93,405,2020-04-28,"42.602636","20.902977"
"Kuwait",3440,23,1176,2241,2020-04-28,"29.31166","47.481766"
"Kyrgyzstan",708,8,416,284,2020-04-28,"41.20438","74.766098"
"Laos",19,0,7,12,2020-04-28,"19.85627","102.495496"
"Latvia",836,13,267,556,2020-04-28,"56.879635","24.603189"
"Lebanon",717,24,145,548,2020-04-28,"33.854721","35.862285"
"Liberia",141,16,45,80,2020-04-28,"6.428055","-9.429499"
"Libya",61,2,18,41,2020-04-28,"26.3351","17.228331"
"Liechtenstein",82,1,55,26,2020-04-28,"47.166","9.555373"
"Lithuania",1344,44,536,764,2020-04-28,"55.169438","23.881275"
"Luxembourg",3741,89,3123,529,2020-04-28,"49.815273","6.129583"
"Madagascar",128,0,82,46,2020-04-28,"-18.766947","46.869107"
"Malawi",36,3,5,28,2020-04-28,"-13.254308","34.301525"
"Malaysia",5851,100,4032,1719,2020-04-28,"4.210484","101.975766"
"Maldives",250,0,17,233,2020-04-28,"3.202778","73.22068"
"Mali",424,24,122,278,2020-04-28,"17.570692","-3.996166"
"Malta",458,4,303,151,2020-04-28,"35.937496","14.375416"
"Mauritania",7,1,6,0,2020-04-28,"21.00789","-10.940835"
"Mauritius",334,10,303,21,2020-04-28,"-20.348404","57.552152"
"Mexico",16752,1569,11423,3760,2020-04-28,"23.634501","-102.552784"
"Moldova",3638,103,975,2560,2020-04-28,"47.411631","28.369885"
"Monaco",95,4,50,41,2020-04-28,"43.750298","7.412841"
"Mongolia",38,0,10,28,2020-04-28,"46.862496","103.846656"
"Montenegro",321,7,199,115,2020-04-28,"42.708678","19.37439"
"Morocco",4252,165,778,3309,2020-04-28,"31.791702","-7.09262"
"Mozambique",76,0,12,64,2020-04-28,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-28,"52.442039","4.829199"
"Namibia",16,0,8,8,2020-04-28,"-22.95764","18.49041"
"Nepal",54,0,16,38,2020-04-28,"28.394857","84.124008"
"Netherlands",38612,4582,117,33913,2020-04-28,"52.132633","5.291266"
"New Zealand",1474,19,1229,226,2020-04-28,"-40.900557","174.885971"
"Nicaragua",13,3,7,3,2020-04-28,"12.865416","-85.207229"
"Niger",709,31,403,275,2020-04-28,"17.607789","8.081666"
"Nigeria",1532,44,255,1233,2020-04-28,"9.081999","8.675277"
"North Macedonia",1421,71,589,761,2020-04-28,"41.608635","21.745275"
"Norway",7660,206,32,7422,2020-04-28,"60.472024","8.468946"
"Oman",2131,10,364,1757,2020-04-28,"21.512583","55.923255"
"Pakistan",14612,312,3233,11067,2020-04-28,"30.375321","69.345116"
"Panama",6021,167,455,5399,2020-04-28,"8.537981","-80.782127"
"Papua New Guinea",8,0,0,8,2020-04-28,"-6.314993","143.95555"
"Paraguay",239,9,102,128,2020-04-28,"-23.442503","-58.443832"
"Peru",31190,854,9179,21157,2020-04-28,"-9.189967","-75.015152"
"Philippines",7958,530,975,6453,2020-04-28,"12.879721","121.774017"
"Poland",12218,596,2655,8967,2020-04-28,"51.919438","19.145136"
"Portugal",24322,948,1389,21985,2020-04-28,"39.399872","-8.224454"
"Qatar",11921,10,1134,10777,2020-04-28,"25.354826","51.183884"
"Romania",11616,663,3404,7549,2020-04-28,"45.943161","24.96676"
"Russia",93558,867,8456,84235,2020-04-28,"61.52401","105.318756"
"Rwanda",212,0,95,117,2020-04-28,"-1.940278","29.873888"
"Saint Kitts and Nevis",15,0,4,11,2020-04-28,"17.357822","-62.782998"
"Saint Lucia",15,0,15,0,2020-04-28,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",15,0,8,7,2020-04-28,"12.984305","-61.287228"
"San Marino",553,41,64,448,2020-04-28,"43.94236","12.457777"
"Sao Tome and Principe",8,0,4,4,2020-04-28,"-22.95764","18.49041"
"Saudi Arabia",20077,152,2784,17141,2020-04-28,"23.885942","45.079162"
"Senegal",823,9,296,518,2020-04-28,"14.497401","-14.452362"
"Serbia",6630,125,870,5635,2020-04-28,"44.016521","21.005859"
"Seychelles",11,0,6,5,2020-04-28,"-4.679574","55.491977"
"Sierra Leone",104,4,12,88,2020-04-28,"8.460555","-11.779889"
"Singapore",14951,14,1128,13809,2020-04-28,"1.352083","103.819836"
"Slovakia",1384,20,423,941,2020-04-28,"48.669026","19.699024"
"Slovenia",1408,86,223,1099,2020-04-28,"46.151241","14.995463"
"Somalia",528,28,19,481,2020-04-28,"5.152149","46.199616"
"South Africa",4996,93,2073,2830,2020-04-28,"-30.559482","22.937506"
"South Sudan",34,0,0,34,2020-04-28,"6.8770","31.3070"
"Spain",232128,23822,123903,84403,2020-04-28,"40.463667","-3.74922"
"Sri Lanka",619,7,134,478,2020-04-28,"7.873054","80.771797"
"Sudan",318,25,31,262,2020-04-28,"12.862807","30.217636"
"Suriname",10,1,7,2,2020-04-28,"3.919305","-56.027783"
"Sweden",19621,2355,1005,16261,2020-04-28,"60.128161","18.643501"
"Switzerland",29264,1699,22600,4965,2020-04-28,"46.818188","8.227512"
"Syria",43,3,21,19,2020-04-28,"34.802075","38.996815"
"Taiwan*",429,6,307,116,2020-04-28,"23.69781","120.960515"
"Tanzania",299,10,48,241,2020-04-28,"-6.369028","34.888822"
"Thailand",2938,54,2652,232,2020-04-28,"15.870032","100.992541"
"Timor-Leste",24,0,6,18,2020-04-28,"-8.874217","125.727539"
"Togo",99,6,63,30,2020-04-28,"8.619543","0.824782"
"Trinidad and Tobago",116,8,59,49,2020-04-28,"10.691803","-61.222503"
"Tunisia",975,40,279,656,2020-04-28,"33.886917","9.537499"
"Turkey",114653,2992,38809,72852,2020-04-28,"38.963745","35.243322"
"Uganda",79,0,52,27,2020-04-28,"1.373333","32.290275"
"Ukraine",9410,239,992,8179,2020-04-28,"48.379433","31.16558"
"United Arab Emirates",11380,89,2181,9110,2020-04-28,"23.424076","53.847818"
"United Kingdom",162350,21745,813,139792,2020-04-28,"55.378051","-3.435973"
"Uruguay",625,15,394,216,2020-04-28,"-32.522779","-55.765835"
"US",1012582,58355,115936,838291,2020-04-28,"37.09024","-95.712891"
"Uzbekistan",1939,8,992,939,2020-04-28,"41.377491","64.585262"
"Venezuela",329,10,142,177,2020-04-28,"6.42375","-66.58973"
"Vietnam",270,0,222,48,2020-04-28,"14.058324","108.277199"
"West Bank and Gaza",343,2,71,270,2020-04-28,"31.952162","35.233154"
"Western Sahara",6,0,5,1,2020-04-28,"24.215527","-12.885834"
"Yemen",1,0,1,0,2020-04-28,"-22.95764","18.49041"
"Zambia",95,3,42,50,2020-04-28,"-13.133897","27.849332"
"Zimbabwe",32,4,5,23,2020-04-28,"-19.015438","29.154857"
"Afghanistan",1703,57,220,1426,2020-04-27,"33.93911","67.709953"
"Albania",736,28,422,286,2020-04-27,"41.153332","20.168331"
"Algeria",3517,432,1558,1527,2020-04-27,"28.033886","1.659626"
"Andorra",743,40,385,318,2020-04-27,"42.546245","1.601554"
"Angola",27,2,6,19,2020-04-27,"-11.202692","17.873887"
"Antigua and Barbuda",24,3,11,10,2020-04-27,"17.060816","-61.796428"
"Argentina",4003,197,1140,2666,2020-04-27,"-38.416097","-63.616672"
"Armenia",1808,29,848,931,2020-04-27,"40.069099","45.038189"
"Australia",6721,83,5588,1050,2020-04-27,"-25.274398","133.775136"
"Austria",15274,549,12362,2363,2020-04-27,"47.516231","14.550072"
"Azerbaijan",1678,22,1162,494,2020-04-27,"40.143105","47.576927"
"Bahamas",80,11,22,47,2020-04-27,"25.03428","-77.39628"
"Bahrain",2723,8,1218,1497,2020-04-27,"25.930414","50.637772"
"Bangladesh",5913,152,131,5630,2020-04-27,"23.684994","90.356331"
"Barbados",80,6,39,35,2020-04-27,"13.193887","-59.543198"
"Belarus",11289,75,1740,9474,2020-04-27,"53.709807","27.953389"
"Belgium",46687,7207,10878,28602,2020-04-27,"50.503887","4.469936"
"Belize",18,2,6,10,2020-04-27,"17.189877","-88.49765"
"Benin",64,1,33,30,2020-04-27,"9.30769","2.315834"
"Bhutan",7,0,4,3,2020-04-27,"27.514162","90.433601"
"Bolivia",1014,53,98,863,2020-04-27,"-16.290154","-63.588653"
"Bosnia and Herzegovina",1565,60,659,846,2020-04-27,"43.915886","17.679076"
"Botswana",22,1,0,21,2020-04-27,"-22.328474","24.684866"
"Brazil",67446,4603,31142,31701,2020-04-27,"-14.235004","-51.92528"
"Brunei",138,1,124,13,2020-04-27,"4.535277","114.727669"
"Bulgaria",1363,58,206,1099,2020-04-27,"42.733883","25.48583"
"Burkina Faso",635,42,469,124,2020-04-27,"12.238333","-1.561593"
"Burma",146,5,16,125,2020-04-27,"21.913965","95.956223"
"Burundi",11,1,4,6,2020-04-27,"-3.373056","29.918886"
"Cabo Verde",109,1,1,107,2020-04-27,"16.002082","-24.013197"
"Cambodia",122,0,119,3,2020-04-27,"12.565679","104.990963"
"Cameroon",1705,58,805,842,2020-04-27,"7.369722","12.354722"
"Canada",49616,2841,18268,28507,2020-04-27,"56.130366","-106.346771"
"Central African Republic",19,0,10,9,2020-04-27,"6.611111","20.939444"
"Chad",46,0,15,31,2020-04-27,"15.454166","18.732207"
"Chile",13813,198,7327,6288,2020-04-27,"-35.675147","-71.542969"
"China",83918,4637,78374,907,2020-04-27,"35.86166","104.195397"
"Colombia",5597,253,1210,4134,2020-04-27,"4.570868","-74.297333"
"Congo (Brazzaville)",200,6,19,175,2020-04-27,"-0.228021","15.827659"
"Congo (Kinshasa)",459,28,50,381,2020-04-27,"-4.038333","21.758664"
"Costa Rica",697,6,287,404,2020-04-27,"9.748917","-83.753428"
"Cote d'Ivoire",1164,14,499,651,2020-04-27,"7.539989","-5.54708"
"Croatia",2039,59,1166,814,2020-04-27,"45.1","15.2"
"Cuba",1389,56,525,808,2020-04-27,"21.521757","-77.781167"
"Cyprus",822,15,148,659,2020-04-27,"35.126413","33.429859"
"Czechia",7445,223,2826,4396,2020-04-27,"49.817492","15.472962"
"Denmark",8896,427,6148,2321,2020-04-27,"56.26392","9.501785"
"Diamond Princess",712,13,645,54,2020-04-27,"37.09024","-95.712891"
"Djibouti",1035,2,477,556,2020-04-27,"11.825138","42.590275"
"Dominica",16,0,13,3,2020-04-27,"15.414999","-61.370976"
"Dominican Republic",6293,282,993,5018,2020-04-27,"18.735693","-70.162651"
"Ecuador",23240,663,1557,21020,2020-04-27,"-1.831239","-78.183406"
"Egypt",4782,337,1236,3209,2020-04-27,"26.820553","30.802498"
"El Salvador",323,8,89,226,2020-04-27,"13.794185","-88.89653"
"Equatorial Guinea",258,1,9,248,2020-04-27,"1.650801","10.267895"
"Eritrea",39,0,13,26,2020-04-27,"15.179384","39.782334"
"Estonia",1647,50,233,1364,2020-04-27,"58.595272","25.013607"
"Eswatini",65,1,10,54,2020-04-27,"-26.522503","31.465866"
"Ethiopia",124,3,50,71,2020-04-27,"9.145","40.489673"
"Fiji",18,0,12,6,2020-04-27,"-16.578193","179.414413"
"Finland",4695,193,2500,2002,2020-04-27,"61.92411","25.748151"
"France",165963,23327,46293,96343,2020-04-27,"46.227638","2.213749"
"Gabon",211,3,43,165,2020-04-27,"-0.803689","11.609444"
"Gambia",10,1,8,1,2020-04-27,"13.443182","-15.310139"
"Georgia",497,6,156,335,2020-04-27,"42.315407","43.356892"
"Germany",158758,6126,114500,38132,2020-04-27,"51.165691","10.451526"
"Ghana",1550,11,155,1384,2020-04-27,"7.946527","-1.023194"
"Greece",2534,136,577,1821,2020-04-27,"39.074208","21.824312"
"Grenada",18,0,7,11,2020-04-27,"12.262776","-61.604171"
"Guatemala",530,15,49,466,2020-04-27,"15.783471","-90.230759"
"Guinea",1163,7,246,910,2020-04-27,"9.945587","-9.696645"
"Guinea-Bissau",73,1,18,54,2020-04-27,"11.803749","-15.180413"
"Guyana",74,8,15,51,2020-04-27,"4.860416","-58.93018"
"Haiti",76,6,8,62,2020-04-27,"18.971187","-72.285215"
"Holy See",9,0,2,7,2020-04-27,"41.902916","12.453389"
"Honduras",661,61,79,521,2020-04-27,"15.199999","-86.241905"
"Hungary",2583,280,498,1805,2020-04-27,"47.162494","19.503304"
"Iceland",1792,10,1624,158,2020-04-27,"64.963051","-19.020835"
"India",29451,939,7137,21375,2020-04-27,"20.593684","78.96288"
"Indonesia",9096,765,1151,7180,2020-04-27,"-0.789275","113.921327"
"Iran",91472,5806,70933,14733,2020-04-27,"32.427908","53.688046"
"Iraq",1847,88,1286,473,2020-04-27,"33.223191","43.679291"
"Ireland",19648,1102,9233,9313,2020-04-27,"53.41291","-8.24389"
"Israel",15555,204,7200,8151,2020-04-27,"31.046051","34.851612"
"Italy",199414,26977,66624,105813,2020-04-27,"41.87194","12.56738"
"Jamaica",364,7,29,328,2020-04-27,"18.109581","-77.297508"
"Japan",14153,385,1899,11869,2020-04-27,"36.204824","138.252924"
"Jordan",449,7,342,100,2020-04-27,"30.585164","36.238414"
"Kazakhstan",2835,25,720,2090,2020-04-27,"48.019573","66.923684"
"Kenya",363,14,114,235,2020-04-27,"-0.023559","37.906193"
"Korea, South",10752,244,8854,1654,2020-04-27,"35.907757","127.766922"
"Kosovo",510,12,93,405,2020-04-27,"42.602636","20.902977"
"Kuwait",3288,22,1012,2254,2020-04-27,"29.31166","47.481766"
"Kyrgyzstan",695,8,395,292,2020-04-27,"41.20438","74.766098"
"Laos",19,0,7,12,2020-04-27,"19.85627","102.495496"
"Latvia",818,13,267,538,2020-04-27,"56.879635","24.603189"
"Lebanon",710,24,145,541,2020-04-27,"33.854721","35.862285"
"Liberia",124,12,25,87,2020-04-27,"6.428055","-9.429499"
"Libya",61,2,18,41,2020-04-27,"26.3351","17.228331"
"Liechtenstein",82,1,55,26,2020-04-27,"47.166","9.555373"
"Lithuania",1449,41,474,934,2020-04-27,"55.169438","23.881275"
"Luxembourg",3729,88,3123,518,2020-04-27,"49.815273","6.129583"
"Madagascar",128,0,75,53,2020-04-27,"-18.766947","46.869107"
"Malawi",36,3,4,29,2020-04-27,"-13.254308","34.301525"
"Malaysia",5820,99,3957,1764,2020-04-27,"4.210484","101.975766"
"Maldives",226,0,17,209,2020-04-27,"3.202778","73.22068"
"Mali",408,23,113,272,2020-04-27,"17.570692","-3.996166"
"Malta",450,4,286,160,2020-04-27,"35.937496","14.375416"
"Mauritania",7,1,6,0,2020-04-27,"21.00789","-10.940835"
"Mauritius",334,10,302,22,2020-04-27,"-20.348404","57.552152"
"Mexico",15529,1434,9086,5009,2020-04-27,"23.634501","-102.552784"
"Moldova",3481,102,925,2454,2020-04-27,"47.411631","28.369885"
"Monaco",95,4,42,49,2020-04-27,"43.750298","7.412841"
"Mongolia",38,0,10,28,2020-04-27,"46.862496","103.846656"
"Montenegro",321,7,189,125,2020-04-27,"42.708678","19.37439"
"Morocco",4120,162,695,3263,2020-04-27,"31.791702","-7.09262"
"Mozambique",76,0,12,64,2020-04-27,"-18.665695","35.529562"
"MS Zaandam",9,2,0,7,2020-04-27,"52.442039","4.829199"
"Namibia",16,0,8,8,2020-04-27,"-22.95764","18.49041"
"Nepal",52,0,16,36,2020-04-27,"28.394857","84.124008"
"Netherlands",38440,4534,117,33789,2020-04-27,"52.132633","5.291266"
"New Zealand",1472,19,1214,239,2020-04-27,"-40.900557","174.885971"
"Nicaragua",13,3,7,3,2020-04-27,"12.865416","-85.207229"
"Niger",701,29,385,287,2020-04-27,"17.607789","8.081666"
"Nigeria",1337,40,255,1042,2020-04-27,"9.081999","8.675277"
"North Macedonia",1399,65,553,781,2020-04-27,"41.608635","21.745275"
"Norway",7599,205,32,7362,2020-04-27,"60.472024","8.468946"
"Oman",2049,10,364,1675,2020-04-27,"21.512583","55.923255"
"Pakistan",13915,292,3029,10594,2020-04-27,"30.375321","69.345116"
"Panama",6021,167,455,5399,2020-04-27,"8.537981","-80.782127"
"Papua New Guinea",8,0,0,8,2020-04-27,"-6.314993","143.95555"
"Paraguay",228,9,93,126,2020-04-27,"-23.442503","-58.443832"
"Peru",28699,782,8425,19492,2020-04-27,"-9.189967","-75.015152"
"Philippines",7777,511,932,6334,2020-04-27,"12.879721","121.774017"
"Poland",11902,562,2466,8874,2020-04-27,"51.919438","19.145136"
"Portugal",24027,928,1357,21742,2020-04-27,"39.399872","-8.224454"
"Qatar",11244,10,1066,10168,2020-04-27,"25.354826","51.183884"
"Romania",11339,641,3141,7557,2020-04-27,"45.943161","24.96676"
"Russia",87147,794,7346,79007,2020-04-27,"61.52401","105.318756"
"Rwanda",207,0,93,114,2020-04-27,"-1.940278","29.873888"
"Saint Kitts and Nevis",15,0,2,13,2020-04-27,"17.357822","-62.782998"
"Saint Lucia",15,0,15,0,2020-04-27,"13.909444","-60.978893"
"Saint Vincent and the Grenadines",15,0,8,7,2020-04-27,"12.984305","-61.287228"
"San Marino",538,41,64,433,2020-04-27,"43.94236","12.457777"
"Sao Tome and Principe",4,0,0,4,2020-04-27,"-22.95764","18.49041"
"Saudi Arabia",18811,144,2531,16136,2020-04-27,"23.885942","45.079162"
"Senegal",736,9,284,443,2020-04-27,"14.497401","-14.452362"
"Serbia",6630,125,870,5635,2020-04-27,"44.016521","21.005859"
"Seychelles",11,0,6,5,2020-04-27,"-4.679574","55.491977"
"Sierra Leone",93,4,10,79,2020-04-27,"8.460555","-11.779889"
"Singapore",14423,14,1095,13314,2020-04-27,"1.352083","103.819836"
"Slovakia",1381,18,403,960,2020-04-27,"48.669026","19.699024"
"Slovenia",1402,83,221,1098,2020-04-27,"46.151241","14.995463"
"Somalia",480,26,10,444,2020-04-27,"5.152149","46.199616"
"South Africa",4793,90,1473,3230,2020-04-27,"-30.559482","22.937506"
"South Sudan",6,0,0,6,2020-04-27,"6.8770","31.3070"
"Spain",229422,23521,120832,85069,2020-04-27,"40.463667","-3.74922"
"Sri Lanka",588,7,126,455,2020-04-27,"7.873054","80.771797"
"Sudan",275,22,21,232,2020-04-27,"12.862807","30.217636"
"Suriname",10,1,7,2,2020-04-27,"3.919305","-56.027783"
"Sweden",18926,2274,1005,15647,2020-04-27,"60.128161","18.643501"
"Switzerland",29164,1665,22200,5299,2020-04-27,"46.818188","8.227512"
"Syria",43,3,19,21,2020-04-27,"34.802075","38.996815"
"Taiwan*",429,6,290,133,2020-04-27,"23.69781","120.960515"
"Tanzania",299,10,48,241,2020-04-27,"-6.369028","34.888822"
"Thailand",2931,52,2609,270,2020-04-27,"15.870032","100.992541"
"Timor-Leste",24,0,2,22,2020-04-27,"-8.874217","125.727539"
"Togo",98,6,62,30,2020-04-27,"8.619543","0.824782"
"Trinidad and Tobago",116,8,59,49,2020-04-27,"10.691803","-61.222503"
"Tunisia",967,39,279,649,2020-04-27,"33.886917","9.537499"
"Turkey",112261,2900,33791,75570,2020-04-27,"38.963745","35.243322"
"Uganda",79,0,47,32,2020-04-27,"1.373333","32.290275"
